column	type	label	min	max
CVD_Arrhythmia_gt10	numeric	Flag: Ever have a MEDCODE for arrhythmia >10 years prior to index date	0	1
CVD_Arrhythmia_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for arrhythmia >10 years prior to index date	9862	17907
CVD_Dyslipidemia_gt10	numeric	Flag: Ever have a MEDCODE for dyslipidemia >10 years prior to index date	0	1
CVD_Dyslipidemia_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for dyslipidemia >10 years prior to index date	9862	18086
CVD_PVD_gt10	numeric	Flag: Ever have a MEDCODE for peripheral vascular disease >10 years prior to index date	0	1
CVD_PVD_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for peripheral vascular disease >10 years prior to index date	9862	17428
KidneyDisease_gt10	numeric	Flag: Ever have a MEDCODE for kidney disease >10 years prior to index date	0	1
KidneyDisease_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for kidney disease >10 years prior to index date	10912	17877
Thrombosis_gt10	numeric	Flag: Ever have a MEDCODE for thrombosis >10 years prior to index date	0	1
Thrombosis_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for thrombosis >10 years prior to index date	9862	18172
Thrombosis_Vein_gt10	numeric	Flag: Ever have a MEDCODE for non-CHD thrombosis - vein thrombosis/coagulation problem >10 years prior to index date	0	1
Thrombosis_Vein_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for non-CHD thrombosis - vein thrombosis/coagulation problem >10 years prior to index date	9862	18172
Allergy_gt10	numeric	Flag: Ever have a MEDCODE for allergy >10 years prior to index date	0	1
Allergy_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for allergy >10 years prior to index date	9862	17933
Allergy_Asthma_gt10	numeric	Flag: Ever have a MEDCODE for asthma >10 years prior to index date	0	1
Allergy_Asthma_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for asthma >10 years prior to index date	9862	17917
Allergy_Eczema_gt10	numeric	Flag: Ever have a MEDCODE for eczema >10 years prior to index date	0	1
Allergy_Eczema_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for eczema >10 years prior to index date	9862	17870
Allergy_Hayfever_gt10	numeric	Flag: Ever have a MEDCODE for hay fever >10 years prior to index date	0	1
Allergy_Hayfever_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for hay fever >10 years prior to index date	9862	17755
Allergy_Other_gt10	numeric	Flag: Ever have a MEDCODE for other allergies >10 years prior to index date	0	1
Allergy_Other_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for other allergies >10 years prior to index date	9862	17933
Diabetes_gt10	numeric	Flag: Ever have a MEDCODE for diabetes >10 years prior to index date	0	1
Diabetes_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for diabetes >10 years prior to index date	9862	17988
Diabetes_DMT2_gt10	numeric	Flag: Ever have a MEDCODE for type 2 diabetes >10 years prior to index date	0	1
Diabetes_DMT2_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for type 2 diabetes >10 years prior to index date	9908	17884
PolCystFibro_gt10	numeric	Flag: Ever have a MEDCODE for polyps, cysts and fibrosis >10 years prior to index date	0	1
PolCystFibro_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for polyps, cysts and fibrosis >10 years prior to index date	9862	18014
PolCystFibro_BNeo_gt10	numeric	Flag: Ever have a MEDCODE for benign neoplasms >10 years prior to index date	0	1
PolCystFibro_BNeo_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for benign neoplasms >10 years prior to index date	9862	17793
PolCystFibro_BNeo_CR_gt10	numeric	Flag: Ever have a MEDCODE for colorectal polyps >10 years prior to index date	0	1
PolCystFibro_BNeo_CR_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for colorectal polyps >10 years prior to index date	9862	17793
PolCystFibro_Fem_gt10	numeric	Flag: Ever have a MEDCODE for female polyps or cysts >10 years prior to index date	0	1
PolCystFibro_Fem_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for female polyps or cysts >10 years prior to index date	9862	17951
PolCystFibro_CystSkin_gt10	numeric	Flag: Ever have a MEDCODE for skin cysts >10 years prior to index date	0	1
PolCystFibro_CystSkin_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for skin cysts >10 years prior to index date	9862	18014
PolCystFibro_CystOth_gt10	numeric	Flag: Ever have a MEDCODE for other cysts >10 years prior to index date	0	1
PolCystFibro_CystOth_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for other cysts >10 years prior to index date	9862	17871
EyeConditions_gt10	numeric	Flag: Ever have a MEDCODE for eye conditions >10 years prior to index date	0	1
EyeConditions_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for eye conditions >10 years prior to index date	9862	18148
EyeConditions_Glau_gt10	numeric	Flag: Ever have a MEDCODE for glaucoma >10 years prior to index date	0	1
EyeConditions_Glau_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for glaucoma >10 years prior to index date	9862	17837
EyeConditions_MacDeg_gt10	numeric	Flag: Ever have a MEDCODE for macular degeneration >10 years prior to index date	0	1
EyeConditions_MacDeg_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for macular degeneration >10 years prior to index date	9862	17562
EyeConditions_Other_gt10	numeric	Flag: Ever have a MEDCODE for other eye conditions >10 years prior to index date	0	1
EyeConditions_Other_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for other eye conditions >10 years prior to index date	9862	17329
EyeConditions_Cata_gt10	numeric	Flag: Ever have a MEDCODE for cataracts  >10 years prior to index date	0	1
EyeConditions_Cata_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for cataracts  >10 years prior to index date	9862	18148
VaricoseVeins_gt10	numeric	Flag: Ever have a MEDCODE for varicose veins >10 years prior to index date	0	1
VaricoseVeins_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for varicose veins >10 years prior to index date	9862	18144
StrokeRelated_gt10	numeric	Flag: Ever have a MEDCODE for stroke-related >10 years prior to index date	0	1
StrokeRelated_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for stroke-related >10 years prior to index date	9862	17969
StrokeRelated_Stroke_gt10	numeric	Flag: Ever have a MEDCODE for stroke >10 years prior to index date	0	1
StrokeRelated_Stroke_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for stroke >10 years prior to index date	9862	17969
StrokeRelated_TIA_gt10	numeric	Flag: Ever have a MEDCODE for TIA >10 years prior to index date	0	1
StrokeRelated_TIA_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for TIA >10 years prior to index date	9862	17969
Osteoarthritis_gt10	numeric	Flag: Ever have a MEDCODE for osteoarthritis >10 years prior to index date	0	1
Osteoarthritis_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for osteoarthritis >10 years prior to index date	9862	18112
Osteoporosis_gt10	numeric	Flag: Ever have a MEDCODE for osteoporosis >10 years prior to index date	0	1
Osteoporosis_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for osteoporosis >10 years prior to index date	9862	17993
Anemia_gt10	numeric	Flag: Ever have a MEDCODE for anemia >10 years prior to index date	0	1
Anemia_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for anemia >10 years prior to index date	9862	17903
ThyroidDisease_gt10	numeric	Flag: Ever have a MEDCODE for thyroid disease >10 years prior to index date	0	1
ThyroidDisease_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for thyroid disease >10 years prior to index date	10185	18022
WeightProb_gt10	numeric	Flag: Ever have a MEDCODE for weight problems >10 years prior to index date	0	1
WeightProb_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for weight problems >10 years prior to index date	9862	18147
WeightProb_Overweight_gt10	numeric	Flag: Ever have a MEDCODE for overweight >10 years prior to index date	0	1
WeightProb_Overweight_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for overweight >10 years prior to index date	10227	17877
WeightProb_Obese_gt10	numeric	Flag: Ever have a MEDCODE for obesity >10 years prior to index date	0	1
WeightProb_Obese_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for obesity >10 years prior to index date	9862	18147
InSitu_gt10	numeric	Flag: Ever have a MEDCODE for  in-situ cancers >10 years prior to index date	0	1
InSitu_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for  in-situ cancers >10 years prior to index date	9862	17596
Gallbladder_gt10	numeric	Flag: Ever have a MEDCODE for gallbladder >10 years prior to index date	0	1
Gallbladder_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for gallbladder >10 years prior to index date	9862	17790
Psychiatric_gt10	numeric	Flag: Ever have a MEDCODE for psychiatric disorders >10 years prior to index date	0	1
Psychiatric_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for psychiatric disorders >10 years prior to index date	9862	17948
Psychiatric_Depress_gt10	numeric	Flag: Ever have a MEDCODE for depression >10 years prior to index date	0	1
Psychiatric_Depress_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for depression >10 years prior to index date	9862	17646
Psychiartic_Anxiety_gt10	numeric	Flag: Ever have a MEDCODE for anxiety >10 years prior to index date	0	1
Psychiartic_Anxiety_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for anxiety >10 years prior to index date	9862	17864
Psychiatric_Panic_gt10	numeric	Flag: Ever have a MEDCODE for panic disorders >10 years prior to index date	0	1
Psychiatric_Panic_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for panic disorders >10 years prior to index date	9862	17948
Psychiatric_Other_gt10	numeric	Flag: Ever have a MEDCODE for other psychiatric disorders >10 years prior to index date	0	1
Psychiatric_Other_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for other psychiatric disorders >10 years prior to index date	9862	17904
Hernia_gt10	numeric	Flag: Ever have a MEDCODE for hernia >10 years prior to index date	0	1
Hernia_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for hernia >10 years prior to index date	9862	18084
NeuroDis_gt10	numeric	Flag: Ever have a MEDCODE for neurological problems/disorders >10 years prior to index date	0	1
NeuroDis_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for neurological problems/disorders >10 years prior to index date	9862	18150
NeuroDis_Epilepsy_gt10	numeric	Flag: Ever have a MEDCODE for epilepsy >10 years prior to index date	0	1
NeuroDis_Epilepsy_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for epilepsy >10 years prior to index date	10227	17210
NeuroDis_PainSens_gt10	numeric	Flag: Ever have a MEDCODE for pain or strange sensations >10 years prior to index date	0	1
NeuroDis_PainSens_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for pain or strange sensations >10 years prior to index date	9862	18150
NeuroDis_Park_gt10	numeric	Flag: Ever have a MEDCODE for Parkinsons >10 years prior to index date	0	1
NeuroDis_Park_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Parkinsons >10 years prior to index date	10227	18130
NeuroDis_MS_gt10	numeric	Flag: Ever have a MEDCODE for multiple sclerosis >10 years prior to index date	0	1
NeuroDis_MS_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for multiple sclerosis >10 years prior to index date	10478	16616
DementiaAlzheimers_gt10	numeric	Flag: Ever have a MEDCODE for dementia/Alzheimers >10 years prior to index date	0	1
DementiaAlzheimers_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for dementia/Alzheimers >10 years prior to index date	9862	17598
Alcohol_gt10	numeric	Flag: Ever have a MEDCODE for alcohol >10 years prior to index date	0	1
Alcohol_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for alcohol >10 years prior to index date	9862	18029
Alcohol_Former_gt10	numeric	Flag: Ever have a MEDCODE for former alcohol consumption >10 years prior to index date	0	1
Alcohol_Former_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for former alcohol consumption >10 years prior to index date	11049	17702
Alcohol_None_gt10	numeric	Flag: Ever have a MEDCODE for no alcohol consumption >10 years prior to index date	0	1
Alcohol_None_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for no alcohol consumption >10 years prior to index date	10030	18115
Alcohol_Consume_gt10	numeric	Flag: Ever have a MEDCODE for alcohol consumption >10 years prior to index date	0	1
Alcohol_Consume_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for alcohol consumption >10 years prior to index date	9862	18029
Alcohol_Consume_Low_gt10	numeric	Flag: Ever have a MEDCODE for alcohol consumption - light >10 years prior to index date	0	1
Alcohol_Consume_Low_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for alcohol consumption - light >10 years prior to index date	10239	18157
Alcohol_Consume_High_gt10	numeric	Flag: Ever have a MEDCODE for alcohol consumption - heavy >10 years prior to index date	0	1
Alcohol_Consume_High_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for alcohol consumption - heavy >10 years prior to index date	9862	17756
Alcohol_Consume_NA_gt10	numeric	Flag: Ever have a MEDCODE for alcohol consumption - level unknown >10 years prior to index date	0	1
Alcohol_Consume_NA_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for alcohol consumption - level unknown >10 years prior to index date	10036	18029
MaleConditions_gt10	numeric	Flag: Ever have a MEDCODE for male conditions >10 years prior to index date	0	1
MaleConditions_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for male conditions >10 years prior to index date	9862	17750
MaleConditions_ED_gt10	numeric	Flag: Ever have a MEDCODE for erectile dysfunction >10 years prior to index date	0	1
MaleConditions_ED_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for erectile dysfunction >10 years prior to index date	10554	17867
MaleConditions_BPH_gt10	numeric	Flag: Ever have a MEDCODE for benign prostate hyperplasia >10 years prior to index date	0	1
MaleConditions_BPH_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for benign prostate hyperplasia >10 years prior to index date	9862	17750
Keratosis_gt10	numeric	Flag: Ever have a MEDCODE for keratosis >10 years prior to index date	0	1
Keratosis_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for keratosis >10 years prior to index date	9862	17862
IBS_gt10	numeric	Flag: Ever have a MEDCODE for IBS >10 years prior to index date	0	1
IBS_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for IBS >10 years prior to index date	9862	17224
FemaleConditions_gt10	numeric	Flag: Ever have a MEDCODE for female conditions >10 years prior to index date	0	1
FemaleConditions_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for female conditions >10 years prior to index date	9862	17689
InfectInflam_AI_Lupus_gt10	numeric	Flag: Ever have a MEDCODE for Lupus >10 years prior to index date	0	1
InfectInflam_AI_Lupus_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Lupus >10 years prior to index date	10884	15769
InfectInflam_AI_IDP_gt10	numeric	Flag: Ever have a MEDCODE for IDP >10 years prior to index date	0	1
InfectInflam_AI_IDP_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for IDP >10 years prior to index date	12019	17084
InfectInflam_AI_oth2_gt10	numeric	Flag: Ever have a MEDCODE for AI other >10 years prior to index date	0	1
InfectInflam_AI_oth2_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for AI other >10 years prior to index date	9862	17476
InfectInflam_AI_Alo_gt10	numeric	Flag: Ever have a MEDCODE for Alopecia >10 years prior to index date	0	1
InfectInflam_AI_Alo_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Alopecia >10 years prior to index date	9862	17253
InfectInflam_AI_PolyR_gt10	numeric	Flag: Ever have a MEDCODE for Polymylagia rheumatica >10 years prior to index date	0	1
InfectInflam_AI_PolyR_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Polymylagia rheumatica >10 years prior to index date	9862	17759
InfectInflam_AI_Rose_gt10	numeric	Flag: Ever have a MEDCODE for Rosacea >10 years prior to index date	0	1
InfectInflam_AI_Rose_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Rosacea >10 years prior to index date	9862	18001
InfectInflam_GI_Dys_gt10	numeric	Flag: Ever have a MEDCODE for Dyspepsia >10 years prior to index date	0	1
InfectInflam_GI_Dys_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Dyspepsia >10 years prior to index date	9862	17925
InfectInflam_GI_Ulc_gt10	numeric	Flag: Ever have a MEDCODE for Ulcer >10 years prior to index date	0	1
InfectInflam_GI_Ulc_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for Ulcer >10 years prior to index date	9862	17286
InfectInflam_GI_Other_gt10	numeric	Flag: Ever have a MEDCODE for GI Other >10 years prior to index date	0	1
InfectInflam_GI_Other_gt10_d	numeric	1st Medcode Event Date: Ever have a MEDCODE for GI Other >10 years prior to index date	9862	18010
